Hang_Seller,Seller_ID,Tong_Doanh_Thu,So_Luong_Don_Hang,So_Luong_San_Pham_Ban,Doanh_Thu_Trung_Binh_Moi_Dong
1856,a2fa0bdc798ee84cdb08281337cf4fb6,611.02,10,13,47.0
1857,f524ad65d7e0f1daab730ef2d2e86196,609.5,1,2,304.75
1858,b248792ac0b60ec3f93d80af1b4fae47,608.35,7,9,67.59
1859,fc59392d66ef99377e50356ee4f3b4e1,606.96,5,5,121.39
1860,a06c8ff043abea0528ee44171e2140a2,606.93,8,8,75.87
1861,08084d990eb3f53af056ccbc1730c8a7,606.79,12,12,50.57
1862,35b96509602ec4b7da831b5cd73ff2c2,606.45,2,2,303.23
1863,08d1c9478fb0d7d7fcac9c0da4e82fc7,605.57,1,1,605.57
1864,e1b12447a7563944843191754aeb5562,599.13,9,10,59.91
1865,97e995629983723d11830a829bc2b246,598.87,5,5,119.77
1866,e3dd723429d1b23614b7fa85e2c7a853,597.62,7,8,74.7
1867,7994b065a7ffb14e71c6312cf87b9de2,597.34,5,7,85.33
1868,e433f5fd4050e3352b5d83522b7fe24b,596.77,1,1,596.77
1869,20a7efa9721046319bdde5d60b6b5365,596.59,3,6,99.43
1870,ccbd753e6863fe7314dc6c0ca5a074e7,596.56,1,1,596.56
1871,4de6e4ba574aa9dfdc824bc44dc47fdd,595.81,13,13,45.83
1872,f650a9708fa1bab22bdd8d3a818cc415,594.58,5,5,118.92
1873,bd15ee794d5e640d9dd71b665b2ab15b,594.13,12,12,49.51
1874,64b87978a11c1ea7501a89eabe8c2c1a,591.83,7,7,84.55
1875,6219ba2359cfb97f2e38fd4c321eb309,590.55,6,6,98.43
1876,2c3d56f92f360fb89d849b84e8f50eae,590.44,8,8,73.81
1877,49383af7ab774e4e8f3000f49c83dc4b,590.35,7,8,73.79
1878,55029529919c0123526150bd26ca8f20,588.83,7,7,84.12
1879,35fb511489d9ee3ee27a76debce9df06,586.79,7,7,83.83
1880,2009a095de2a2a41626f6c6d7722678d,582.43,8,12,48.54
1881,e59e489e2ea74bd409b798b5daf49de3,581.76,3,5,116.35
1882,0951a6e282947e09cd47969f4ed0b47f,580.32,7,7,82.9
1883,7e79d65b5c6f1f544b7daea036acf720,579.89,4,4,144.97
1884,820c7c9eaf76d2b226b6c242bcf3f34d,577.0,1,1,577.0
1885,acb6c2ca5c82411c1fdb88d5fd5eb95e,575.49,10,11,52.32
1886,2493dc3f20131696a0ecdb9948051a8d,575.07,4,4,143.77
1887,f22a247b79dd22ecd91dc8e3b2a1b07c,574.84,8,8,71.85
1888,4e480be820e37de1444325ff358c9296,573.74,1,2,286.87
1889,ea00f977a203ff88adf7057cb7806998,573.4,19,19,30.18
1890,35857757f553273b1056c1cabdace7fb,573.34,6,6,95.56
1891,b9c0ffa92f3ff9a5a3d45ef7213c0842,572.17,3,3,190.72
1892,979e9f8b5b39dd243a2550c8b05aecf0,571.88,3,4,142.97
1893,4cc4fd4fdd406a85bbdc1f824b731bd7,571.22,1,2,285.61
1894,2b2fed75b8e5ea3a052fc4c0825da485,570.83,3,4,142.71
1895,fadb07c842a2aef5d5a676b85f220e71,570.37,7,7,81.48
1896,ff314fa6033cc68ec451c47aee2d6ba4,570.34,2,2,285.17
1897,28fb0829fd777877cdc350d25cb5bd5b,569.26,4,4,142.32
1898,6ee85be3693ed79a8e80718743d80655,568.39,8,12,47.37
1899,79ee721b6f766066a80264402548d359,568.36,2,2,284.18
1900,b080809eaacb49e5ca07290981472431,567.4,11,11,51.58
1901,0c7f30ae9b147eca07affbef92832a6a,567.11,5,5,113.42
1902,c286ec035ee04ba81c97508f0b5df544,565.9,2,2,282.95
1903,64cc804291f90c81f02bfc2bb58ff55a,564.14,2,2,282.07
1904,a8739afb32aaa45e01815ca76f76f54b,563.56,13,15,37.57
1905,09bad886111255c5b5030314fc7f1a4a,560.36,5,5,112.07
1906,d65f31d2413268e671989503f6cf9993,559.95,2,3,186.65
1907,5e49e3a44bdeb5aab2684258bbd4f525,559.77,3,3,186.59
1908,bac692d6c0ed08467878018e6cc9c26c,559.23,1,3,186.41
1909,29e6e05b65f93bc224c644319dc52ecf,558.92,4,4,139.73
1910,f1198c871e0171278b63f40d112caeec,558.07,2,2,279.03
1911,038b75b729c8a9a04b0d07cba7eabe86,557.85,2,2,278.92
1912,08d0949a9a17c027262db1f3c450c26c,557.84,12,12,46.49
1913,c026ef0d72e9132d9fa112308090c8dc,557.72,1,1,557.72
1914,48e954b2da4f6a750c844173b347ed40,556.81,2,6,92.8
1915,c1f12f926d0ba950578b4fa41115cbb6,556.56,2,4,139.14
1916,bd149ed516d4c5d418d5781f8e18919f,555.94,8,9,61.77
1917,0747d5bb69f0586cc869d8af4c50f93e,555.49,14,15,37.03
1918,a7dc4098e4da6e41b426269d12ae7e91,554.45,2,3,184.82
1919,0ddefe3c7a032b91f4e25b9c3a08fca1,552.9,9,10,55.29
1920,404e1ba01358af4cd63f679b2c4d1fa1,551.73,8,12,45.98
1921,86ff3eaef0267069cc891a2ed9d10a17,550.36,7,7,78.62
1922,4049512728d969bec69f84088b012416,550.27,7,9,61.14
1923,5dc203c7b84a0e71e878a179de05fb9a,550.05,5,5,110.01
1924,8fec2e460530482132c436cfb5439925,548.61,3,5,109.72
1925,fcba71d4d5db057f43249145e4eb1e27,548.27,3,3,182.76
1926,ed9eef5be0992d413d251fadba1a410d,547.34,3,9,60.82
1927,7e959205cebc10adefcb331f934238a4,546.55,2,2,273.28
1928,265fdc289dffa9f1ad801c74f7d0de47,546.55,1,1,546.55
1929,3296662b1331dea51e744505065ae889,545.51,1,1,545.51
1930,651fe66032c9520ee5587f694908040d,545.43,6,6,90.9
1931,a53f60f05f822b5c621a50ff6a5cb362,544.53,4,6,90.76
1932,a5bff0f43eb51f0cad7c37fac7244c8a,541.27,4,5,108.25
1933,f88adb15807168d3c43d71021090ce4a,541.06,3,3,180.35
1934,079d295dcbf06ee8bb1b65ba964eb2b6,540.09,5,10,54.01
1935,117cfc326c6d50da67ca858ff5c0c852,536.08,5,5,107.22
1936,b29d3380981c51df13fc6fbe87e1763d,533.88,6,7,76.27
1937,e5899683388855d3dabe8913bbe365de,533.86,3,3,177.95
1938,0249d282d911d23cb8b869ab49c99f53,531.88,11,11,48.35
1939,20a8b0dc55da94fe74d112082427c84f,531.38,7,7,75.91
1940,6b803197e03abd5056b4313306b4f29d,530.62,7,12,44.22
1941,feb793c88d836c3a75efa4b5a3465d70,530.17,1,1,530.17
1942,83a75eea11694e36e56dd0cb2240229a,529.47,3,3,176.49
1943,ff1e15b778c700abdd4d239b81ac466d,529.16,7,7,75.59
1944,ead2bab70821ea148476ae9bc08548ac,528.3,9,9,58.7
1945,6c1b6d0c604b776f844125f911eb7377,524.5,5,5,104.9
1946,101a3a003516bc11253298b2fad3cb65,524.0,5,6,87.33
1947,08f5819815f3d06545011850bd70f0a8,522.83,3,3,174.28
1948,968ee78631915a63fef426d6733d7422,521.67,2,2,260.84
1949,c0e6839516f5398edc34adf5f1d53d1a,520.84,3,3,173.61
1950,c7dcd301ecfe5ab7f778ac172cf74be7,519.83,4,4,129.96
1951,ee2fbacc2fc3794e656cc4d933d59ce7,518.7,2,3,172.9
1952,35ef5aa32949680f627efec3c23e705c,518.41,4,5,103.68
1953,b98b715fe9e276204e2a3464f48cd796,517.62,6,6,86.27
1954,d90fe2229fee1a5da999ccd0c06c1667,516.91,3,3,172.3
1955,3985a3c45be355a4c57fde108bfabd1c,516.2,7,8,64.53
1956,c3f5668699a1b04c0fa61ecea1e2bff6,514.93,3,3,171.64
1957,761681a821d8275bc79f552116d06869,514.9,3,3,171.63
1958,41b14765bd56c8ad10971074380f9c0c,514.63,8,10,51.46
1959,5c853bb56f70f4d14218944bae111d7a,514.19,23,24,21.42
1960,29fe9f200d3fa0c668d2aa1ec7e08dfb,514.16,5,5,102.83
1961,c3251e13f1bbda6c74e37c160f991e19,513.08,2,2,256.54
1962,70c4eedec9cb4a85cda2f3f9673557b4,512.55,2,2,256.28
1963,7816cd9c5b1238e320545f5bf7eb80e8,511.76,1,1,511.76
1964,cc80e2f693fa6e2408f47ccf62413fc1,508.63,2,2,254.32
1965,9dd59e43f0c9f0553244e8f9c2fb247e,508.12,10,10,50.81
1966,cb0b3bcf14e0a709df412a99424a59d7,507.43,2,2,253.72
1967,f4ce8ca9fa7157e3b33f536ac9a4487d,507.13,4,4,126.78
1968,85cc55e048b6bcc90c75afe7f0e72f72,501.76,9,9,55.75
1969,89de2d6f23e9746ff309705b23581faa,500.08,8,8,62.51
1970,7c4618c82226628831613e95e9c22f44,499.47,13,13,38.42
1971,0fe2d9733ed841eb064503920015a8c0,498.35,3,3,166.12
1972,6e13dd869aa7185f601c941423abcc8f,498.18,4,5,99.64
1973,ce20a2ec1514c25e16f2b5b39bc818f0,496.03,4,7,70.86
1974,79565f7d5603b24ddf07ade262547f2f,494.07,8,8,61.76
1975,c714262700f93defc16bf17a51a4cb23,491.33,4,4,122.83
1976,c24173065483e421f9e5e7f599de101d,491.21,9,9,54.58
1977,a35124e2d763d7ca3fbe3b97d143200f,490.39,4,7,70.06
1978,939e6227d6964a11a70aa91243e418f2,488.25,4,4,122.06
1979,92d14edfb62ee5ae7fdff70b0f4e7233,487.65,8,13,37.51
1980,f7df46c1e0ec44eed5c6726478da4a17,487.44,3,3,162.48
1981,dd88d13bea9e4c2bf47daf224f8141e5,487.38,1,1,487.38
1982,ae8bfdbf1c2a2a2dee92d799db0a31c6,486.14,8,8,60.77
1983,ab27bbbad5239bc31a34709275a70db4,485.05,3,11,44.1
1984,3d01d1c414c44b5943a09619ff3853cb,484.94,5,5,96.99
1985,0a82f5fb06a4fe4ac2cf7cb412ec71b8,484.8,2,2,242.4
1986,e546117ed9cafbc40239c0c78635c584,484.34,2,2,242.17
1987,e53d5b9b29d1218281f4a907ada18626,483.92,4,5,96.78
1988,3076499bbc033a927bf4a8a41bcf7fd4,483.63,7,9,53.74
1989,55c96925041a14097b6a7825554f4ad5,483.37,6,10,48.34
1990,bc30de0d71bd6260b936a026b5cf7200,482.85,3,3,160.95
1991,64c9a1db4e73e19aaafd3286dc448c96,482.6,1,1,482.6
1992,e603cf3fec55f8697c9059638d6c8eb5,482.47,8,11,43.86
1993,189ca3538ce9f920cacf0f982cbe223b,481.67,4,5,96.33
1994,dc50afafdfa325eadc890c7fa42a8f4e,481.48,4,4,120.37
1995,0f0c984a4a955310903b6b6008660bad,481.38,4,4,120.35
1996,392353362d22cc2c236e1ee81ff19890,480.67,5,10,48.07
1997,5275ca25d0358ca73864e0ae41be1320,478.82,4,4,119.71
1998,042573af89b6d931f672efaf789d8358,478.57,3,3,159.52
1999,2bf28e311bba65237358230cabac3f15,477.88,7,8,59.74
2000,59cd88080b93f3c18508673122d26169,477.53,9,10,47.75
2001,6d7f8d9d594e28796b6b3205b00f459c,477.01,3,3,159.0
2002,184a67a8f9f63234d3a92340bbdb727f,477.0,8,11,43.36
2003,a11a0e0ca67423425691db355cff69b0,476.98,2,2,238.49
2004,aec99834ab5d38ead22766ada8497e87,476.51,1,1,476.51
2005,a21c11ec5c3f03e7cc9f9203bff9e1c6,475.88,3,4,118.97
2006,6d2f2e3b539480db1e0842b3a4e32e6e,474.26,3,6,79.04
2007,34a557286ead8fe75c989e0afcf7d98c,473.46,4,4,118.37
2008,b56828a9f9027f3c918c04ca720d9e3c,471.61,3,3,157.2
2009,fc4751cfe3b279c419615b9b00c1abb4,471.05,1,1,471.05
2010,9853a239ab7b7ebbdc3a21248d5b8e1f,471.01,5,5,94.2
2011,1e9d5a33694bddb76316fd1f54734d20,468.94,2,2,234.47
2012,5e106d93b717c2682b9383da480364a1,467.61,1,1,467.61
2013,f12d3c2a14729ae461b920c11fe20fdc,459.32,9,11,41.76
2014,1acde099eb406aa220b1169b188b42da,458.5,9,10,45.85
2015,57d2ba47f7a3209aa347532ae75c1165,458.24,2,2,229.12
2016,b67d6c666e8dce1d078c882825e12704,457.03,7,8,57.13
2017,9b76ad3d04236f76bc71c59470305e13,456.63,2,3,152.21
2018,7b7ed56ae755e2880f2b69632e839c1e,456.6,5,5,91.32
2019,d2f3e277560ed4c6361284429b00f037,454.66,7,7,64.95
2020,94d76e96eedd976258cd3278ce56d5f2,454.17,1,1,454.17
2021,a45314082d50d578a4721c9787ce09ab,453.92,2,2,226.96
2022,6bd503a8230299c9316fb0f726933927,453.89,4,5,90.78
2023,4e42581f08e8cfc7c090f930bac4552a,453.8,3,4,113.45
2024,78ef7e885d17f35e2382a47aae8b8cce,453.44,3,3,151.15
2025,c79151301b9d90985d1fa52879213105,453.11,4,8,56.64
2026,27a56ff04b34c2ba34ce6ba4d3b9d616,452.27,8,8,56.53
2027,7d294cf9a6a69dc6a0c3e540fff0e039,451.38,5,5,90.28
2028,c13ef0cfbe42f190780f621ce81f2234,451.28,1,1,451.28
2029,777a0c55737f34ffeb78010f7542ab41,450.63,5,5,90.13
2030,62760d278921b5f352461620d68a9cee,450.1,3,3,150.03
2031,1e8c6a4c538f286aee9573239740a4b4,446.82,5,5,89.36
2032,fe4cd9461203cee790d36792420b310f,445.53,3,3,148.51
2033,73da1880b39c71de2b262bc7720c1494,444.99,2,2,222.5
2034,d5c530f4884a75ae0dba9c148718d278,444.93,6,9,49.44
2035,d263fa444c1504a75cbca5cc465f592a,444.07,1,1,444.07
2036,fa14641f57b655e933124a9ea49cd7a5,442.99,7,7,63.28
2037,615005a3ef192c00c6f0e977cee3d2bc,442.14,10,11,40.19
2038,5563732abe64c3036cb97ad924128dd1,441.6,2,3,147.2
2039,4a23adac87cf538689fa600d976f78b2,440.41,3,3,146.8
2040,a37c340b91cb0169e8b029db6440fba2,439.95,5,5,87.99
2041,c8660dcf9ba70575f45d80fe28c27713,438.99,4,7,62.71
2042,51209b446b2073894bdc0face6c73ffc,438.88,2,4,109.72
2043,933446e9a59dece7ae9175103820ca8f,438.85,2,3,146.28
2044,ad87df7699e83b8a91822a4a0b765c3a,438.62,6,7,62.66
2045,830379336fad8c6f3b15a4a3ddb5c66e,438.38,2,4,109.6
2046,0bfd0b434243adc5c2e1aa6baf19c6aa,436.99,6,6,72.83
2047,12a8eb0f8d1cd3270695bf2a99f55966,436.67,2,2,218.33
2048,9ac4f14370b1e24ddc58be041b7f99df,436.65,5,5,87.33
2049,4e85b538b0dad58852641540686d0e14,436.34,4,4,109.09
2050,61b18775be84fb700a6b2d0ba097bf66,436.01,4,5,87.2
2051,085f6f7e049c996695fb2074fe38d45e,435.96,6,8,54.5
2052,a080fc8a850289b27500f6b49cca2553,435.57,4,4,108.89
2053,9d39404483343dd55c7ae254494d8388,434.28,10,10,43.43
2054,15ead3a5037a918ddb520dfe39a3d2b9,433.95,7,8,54.24
2055,559d56f3b8f0bc2e5a9a62fe2ce2a39f,433.72,2,2,216.86
2056,d73cbd89533ce8b041a9190241453ac8,433.62,4,4,108.41
2057,62d977e2b2aee830de3e039a28490d12,432.12,2,2,216.06
2058,f44bdc12aa39f5271f0b95f66cd4c289,432.07,5,7,61.72
2059,c1849d4d32d7a6cecd5aa471809d3135,430.71,3,3,143.57
2060,f7315bb81aea4ddca2d39e249a801c98,430.08,2,2,215.04
2061,97e4a63591ca439a2b8b7efd20e6e19e,428.5,5,5,85.7
2062,52092ddbd3a58c450a4459bf051b2287,427.05,6,6,71.18
2063,a64e44665225d19dfc0277eeeaaccc57,426.76,6,6,71.13
2064,a5dd1946fb63ada8bcaa0c9cd8f11e22,426.33,6,7,60.9
2065,1967a9e2ad6f51802b093147d861df58,425.76,2,2,212.88
2066,2f4b0d3b9634b647d4edee577d7ebb7e,422.31,10,11,38.39
2067,cbbd5ae8f53de5f5097cd8217b529e24,422.25,2,2,211.13
2068,f543ba3c973276f519d89d59bd46cead,422.04,2,2,211.02
2069,8fff28c4263ddec387f28d237fb42773,421.68,4,6,70.28
2070,b127efdabeffb5d559349c7b172eb75d,421.27,10,10,42.13
2071,d9d43faf741ceaa8da52fdbb81d9e0e3,421.25,6,8,52.66
2072,9c3c24eca51c52b91c1de727d2a2ae06,421.16,6,6,70.19
2073,63191ead8d3b2f937cd1996fdcbbad20,420.29,1,1,420.29
2074,b88e7c57cb2d8b973b7dd4a2bfa14b36,419.67,4,4,104.92
2075,1b45169b635ef59425637e9a33eb5fb3,419.35,7,8,52.42
2076,3afc536624bc2e65bddfb5db33cc01f3,419.07,6,6,69.85
2077,ad75519a07f039025e83795a4418470f,417.92,3,9,46.44
2078,03bd479e1d9484cdb14104d3023f7321,417.42,3,3,139.14
2079,328acb143b4a73aad6bee8e734f5d20d,416.96,1,1,416.96
2080,ceb7b4fb9401cd378de7886317ad1b47,416.45,1,1,416.45
2081,de66a66f2dd06bb9ec37aa96987466a3,415.47,6,7,59.35
2082,b7ba853e9551f4558440881fd3e5c815,414.79,2,2,207.39
2083,2f4b9d112bfa44a214bc6cef085d17c8,413.26,5,6,68.88
2084,499ec63c58e51296c9cf57edcfe1c8a8,412.93,5,5,82.59
2085,26b482dccfa29bd2e40703ba45523702,412.41,3,4,103.1
2086,8936ba0de1073ee888cb3185ae5dc661,412.21,1,1,412.21
2087,24c1de8d9551c0b4fbc53317d53efda8,412.12,1,1,412.12
2088,a7ecf689b40a44361e259b28939023e4,410.91,1,1,410.91
2089,f18112da765e0971ca5d510dec322bdd,410.75,2,2,205.38
2090,76de363de16dacc923eec8daf91df504,410.42,2,2,205.21
2091,3a3e46d10f74d8a6ca76e2b538f106a0,409.98,3,6,68.33
2092,579891617139df7d8671d373f0669622,408.5,8,8,51.06
2093,2e0dba2da448400b1c11d7b4b22f32a4,407.7,7,13,31.36
2094,131fcb0a0c9a47bba4474aacff0f14b7,406.41,4,4,101.6
2095,a435b009cd956ea60748b5cfbddf2e24,406.39,3,3,135.46
2096,09883d9ab71c8fe8a9bfc7fc3075b07e,406.17,5,5,81.23
2097,a806a4bb063ea7ca6d374eafa50a6058,405.27,5,6,67.55
2098,152ee17e4c8aaf53dac99f3462e4999b,404.93,6,6,67.49
2099,184725737946a1a938bbbd1a9e978103,403.57,3,3,134.52
2100,ab9db4cf53b08b828b64dccaafc2d9f0,403.43,5,5,80.69
2101,0743a0239d764b9a0f959a57d07e36ab,403.22,4,4,100.8
2102,25debeafbce801fdd479539350185eee,402.85,6,7,57.55
2103,333c4210e76a1aa2ab817b99437e3ff1,402.43,2,2,201.21
2104,9d489893ff6af05029671b785f54b998,401.24,5,6,66.87
2105,c113b8df1fc375bc3d73d29c1b1144d1,400.87,3,5,80.17
2106,69a43819c758c65a5befb0b471c954d7,400.76,2,3,133.59
2107,0d83f8e03188682112cc0d93523705cc,400.73,3,4,100.18
2108,a3082f442524a1be452e3189e003b361,399.25,3,4,99.81
2109,38af8acfd46ac4a7bf754e8ca6736664,397.94,5,5,79.59
2110,173d56ffbd4c56cb80fc3615487d712b,397.61,2,2,198.81
2111,a0e19590a0923cdd0614ea9427713ced,397.42,2,7,56.77
2112,cf1313c6e2c01c2f4b014f97db4bcd2b,397.0,5,5,79.4
2113,101921376b577a4540dc30e9009133ca,394.49,1,1,394.49
2114,883dd81e82754ac2c65e9790a7db8c9a,394.46,5,5,78.89
2115,da20530872245d6cd9d2f5725613c430,394.22,2,3,131.41
2116,e88c9b79e592e370d6bd852eeefbf057,393.98,8,9,43.78
2117,5c603ffb38cbbf25a0e0698941324143,393.61,2,2,196.81
2118,9fc70243fb26800cba56e8f014797004,390.94,5,5,78.19
2119,918717417d88a9f9ae9735567e6c7682,389.22,4,4,97.31
2120,b8a0adc91af209270c2c725168eb00fd,388.49,6,6,64.75
2121,52bb00821bcdd358a5a5a27e1f6be5a1,388.43,2,2,194.22
2122,41e0fa5761c886a630994a55c12087e7,388.32,4,4,97.08
2123,df47da4ae86fa4db890d05aaf24e21d8,387.68,5,5,77.54
2124,508808d438fe2ff972ed13bb8f4a82e2,387.06,9,10,38.71
2125,249f0e9905a6e06ad6c6bea7547ab9f6,386.99,3,3,129.0
2126,a9415cf907dfa12f9ed18693244f5329,385.42,1,2,192.71
2127,48bad451945f5227341793478d6353ea,384.49,3,3,128.16
2128,65a7c0788e4d632ccb5e1b594b87f0bb,384.12,3,9,42.68
2129,6da1992f915d77be95d7fa48b36904af,383.66,7,9,42.63
2130,b9ec22de23f18567de0e09d776ca0309,382.47,2,2,191.24
2131,ea4e9ce63a2134743b4a92777437fcdd,382.3,3,4,95.58
2132,d7b2377bae6ace1b11fc69a11900ac36,381.56,4,4,95.39
2133,2a73cba571d90c694b7caca072ccf6ce,381.48,1,2,190.74
2134,a2e85714b56b1cb6bb24a9a6e6cad36f,380.44,2,3,126.81
2135,7dea6f73af847b42cc3985bd620f994d,380.17,2,2,190.09
2136,5f0057b677eb963672bf05dfa3f16c34,379.89,5,5,75.98
2137,aded58c8142dedc5494a81f948431fab,379.48,4,5,75.9
2138,86bf77bdb52e615674772d5817c6212f,379.38,4,5,75.88
2139,51f108f62cb87d61918159902c8f8583,378.76,3,3,126.25
2140,2d22fc3089eb907b29ebff50581fb472,377.39,3,3,125.8
2141,8fd3b4468f6425810648177996c14cbd,376.57,1,1,376.57
2142,debe6615cd90cc0c2eac2b8988e1f628,374.03,5,5,74.81
2143,9b00cad94ef3078faf6fba2e792c158f,373.82,1,1,373.82
2144,e83e93b71371817b11d78a63ff156aee,373.38,2,3,124.46
2145,a7a9b880c49781da66651ccf4ba9ac38,373.07,3,4,93.27
2146,ea1776927851da2532aa70d6a32c095a,372.32,3,3,124.11
2147,c76d418370990614e89e956c7a7567d9,369.77,2,2,184.89
2148,98115075dd26cb8835946fc6086f5d30,368.72,3,3,122.91
2149,9cf787a239c1aa29dbd76f153dc13f9a,368.4,4,4,92.1
2150,6d1b9c9579132c87d2703ec38c30f2c5,367.39,4,4,91.85
2151,0cab2da43793a6f3c5ed8514c5f54627,366.9,3,3,122.3
2152,12c2ed9cded6138cf0c75f525f565fc7,366.01,4,4,91.5
2153,8c9348f33ae3dada25c99c99ade2af78,364.93,2,2,182.47
2154,7957cac1a02f45d0a4a7e45626382ec2,364.64,1,1,364.64
2155,5ca5d579b5857ee8709479b1047cecc3,363.88,2,2,181.94
2156,2b402d5dc42554061f8ea98d1916f148,363.79,1,1,363.79
2157,4b98b0428fc1932cc2514ef9ce2505e6,363.43,2,2,181.71
2158,f8d5c7085db9a4ad2b8c1ffbeb2798c8,363.41,6,6,60.57
2159,2b3b9ce054da76a7428df143a567b156,363.28,5,6,60.55
2160,dbbcfe2c8d026742134ac3e28ccde274,362.97,4,4,90.74
2161,2c538755f1ca9540af144f266e70df6c,359.91,1,1,359.91
2162,dcf3755cefcdc158ad0b7bdde51e871b,359.03,3,3,119.68
2163,c3fe93ba3085f92855c97e57f38c8c05,358.97,7,7,51.28
2164,ec8463980a4e0ea9f8517aea1ed0c419,357.96,2,8,44.74
2165,ea3ebea5317b0efbc663ecc8ce5e9bc2,357.35,3,3,119.12
2166,7fe21dd00d2f4943ae09525efa2fd674,356.96,4,4,89.24
2167,6f1a1263039c76e68f40a8e536b1da6a,356.84,4,7,50.98
2168,1703bc09972dab9782e7a9194943b69f,356.11,1,1,356.11
2169,bbe87dce25ba8b38bb61cc7210a3f10b,355.39,2,2,177.7
2170,b76a1f8356322f12529c37b67d5c96c2,354.89,5,5,70.98
2171,a81466620e46a6970b22ef40379fdfc9,354.78,2,2,177.39
2172,adbe70ab2c97442046d393988c8d1d27,354.65,5,5,70.93
2173,d149de2f383552baea37a7198c2296ce,354.37,3,3,118.12
2174,76d336555bb25f3165d2f0d6da719c40,353.63,2,2,176.82
2175,4dc646b9b9e8e411ef48ba000ea3ac6f,353.26,4,5,70.65
2176,ba89796db68db180bd389de96b2ff3b6,353.26,2,2,176.63
2177,7f35f9daf223da737b78738fbae4d977,353.01,5,5,70.6
2178,0ec28cec4046a4a199b6de9b4c891d97,352.64,3,4,88.16
2179,77714512e8d4dda9c234da8e3faf16e4,348.98,4,6,58.16
2180,4e0d109ccfba9a1151c103049880c857,347.73,2,2,173.87
2181,5236605f4d4b0b3e4df85b850393fca0,347.48,5,5,69.5
2182,eb9267cccc90f1b49c8d2f9887c7dd97,346.27,1,1,346.27
2183,71593c7413973a1e160057b80d4958f6,345.35,2,5,69.07
2184,3606774ec64634822d78dc2db6d37045,345.2,2,2,172.6
2185,e628d4a53c109f09ca88098338b3a3f5,343.9,1,1,343.9
2186,c990d6cf976a5718aaedc539f383ab88,341.99,10,11,31.09
2187,90b36c5aeb728d5504a39f435bef0c5f,340.23,5,7,48.6
2188,d36b07fd3c5088e477a72d1fccfe29d4,339.86,1,1,339.86
2189,94c49f20a123aeb9360dbf80ff912bf6,339.29,3,3,113.1
2190,19a7c9f66ffa6452ff4b4c0cca71da27,338.74,1,1,338.74
2191,e94b64dc6979b302a5a5be1662c83bb6,338.63,2,2,169.32
2192,33d677f27a69b84051204ee4ae76eaca,338.49,9,10,33.85
2193,e819bcfade7b5d88a27325eb6cfd62c5,338.25,5,11,30.75
2194,c5ebe6598748b0aeaa61cfb820478b92,337.17,3,3,112.39
2195,c70a353f02429c00775a46a75fb787da,336.94,6,6,56.16
2196,4f40d2ed38d1cc945364a7cd202a82c7,336.89,1,1,336.89
2197,c0f783394e37cd9c9d7f5f81141450fa,336.75,6,6,56.13
2198,e83c76265fc54bf41eac728805e4da77,336.49,8,8,42.06
2199,3b18f9856c6eb2413eafedb58e9eecd9,335.09,1,1,335.09
2200,3dc69bf2c42f0568a5c4791ec3fd3745,334.43,2,2,167.22
2201,baa49d93c8c8841e27400a300f5d74b2,334.42,6,6,55.74
2202,20611af7866c6068fd5ae1f9dbe15c92,334.3,2,2,167.15
2203,21d59342ba150175ca2aa4f8faddeca6,334.29,2,2,167.15
2204,94b9108d4b637ba65bb4f1e53cfcf8d8,334.09,7,8,41.76
2205,31eec405c9bb71dec8e2629a92e764fa,333.84,4,4,83.46
2206,28405831a29823802aa22c084cfd0649,333.18,7,7,47.6
2207,c611f4ce9ce875bcc063fa97fd4d7d12,332.25,1,1,332.25
2208,32f1bb9dfa65bc7df5c0d9d95a616be4,332.17,5,6,55.36
2209,83c465a786b06574376909b35ef6752a,330.46,3,3,110.15
2210,14f2b3587172b9db894c9bad8dab520b,330.06,2,2,165.03
2211,661ad5fcc28cdfb8bcadb12bb2272475,329.71,4,7,47.1
2212,5733d806668f8712c24b9abaefbfa642,329.68,2,2,164.84
2213,bc39d8938f90a3a2b98193723ed59774,329.11,2,2,164.56
2214,58e4b302b54937e55a678c4d15111da4,328.85,3,3,109.62
2215,bdb3edbaee43a761e2d4f258dc08f348,328.36,5,5,65.67
2216,48b6c3f4c6a93171da04b75313f2130f,328.06,2,2,164.03
2217,5dc4bdaf869e8c77c648078cbe8d59c2,327.49,1,1,327.49
2218,4d6fb82c629c7a5028bfd973c07b05e0,327.43,2,2,163.72
2219,0761743cbffb25d7148189e9f1a5f03a,327.4,3,7,46.77
2220,e46bc031f2c5bae4ccb40bb90712e9b4,327.39,1,1,327.39
2221,ede2977fbaf3738583170735ca403f6c,327.25,1,1,327.25
2222,f410c8873029fcc3809b9df6d0b28914,327.1,2,2,163.55
2223,10264f60a8f0a4d2f30810f5c661c673,326.46,4,4,81.62
2224,5194c22ed1f616ec0c0f33c571542879,326.45,4,4,81.61
2225,9b1ab052f5fca308ba743ac789ebb2e1,326.08,2,2,163.04
2226,ebd1417732defaf66c50b5a800eb293e,325.33,1,1,325.33
2227,2ee0a0689f2f6a72f35a7cb6033f6e7e,324.84,4,4,81.21
2228,aa762680c40618316a896838866140ea,323.46,3,3,107.82
2229,252e76235acb79183cfca6e34f13337d,321.77,3,4,80.44
2230,800214c63934acd05d47e84214db8ba8,321.34,4,4,80.34
2231,666658b8da8370f30e1f89893b1de5e6,321.34,1,2,160.67
